"","site_unique","site_location_name","herbarium_determination","is_uncertain_determination","veg_barcode","standardised_name","standardised_scientific_name","kingdom","taxa_id","family","genus","specific_epithet","infraspecific_rank","infraspecific_epithet","taxa_status","taxa_group","genus_species","authorship","published_in","rank","visit_start_date","site_location_visit_id","primary_gen_barcode","secondary_gen_barcode_1","secondary_gen_barcode_2","secondary_gen_barcode_3","secondary_gen_barcode_4"
"298","NSABHC0010-53605","NSABHC0010","Plantago drummondii",FALSE,"NSA01722","Plantago drummondii","Plantago drummondii Decne.","Plantae","https://id.biodiversity.org.au/name/apni/238253","Plantaginaceae","Plantago","drummondii","NA","NA","accepted","Equisetopsida","Plantago drummondii","Decne.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-04T00:00:00",53605,"NSA01723",NA,NA,NA,NA
"299","NSABHC0009-58026","NSABHC0009","Plantago drummondii",FALSE,"NSA013257","Plantago drummondii","Plantago drummondii Decne.","Plantae","https://id.biodiversity.org.au/name/apni/238253","Plantaginaceae","Plantago","drummondii","NA","NA","accepted","Equisetopsida","Plantago drummondii","Decne.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,"NSA013258","NSA013255","NSA013256","NSA013253","NSA013254"
"300","NSABHC0011-53606","NSABHC0011","Podolepis jaceoides",FALSE,"NSA01858","Podolepis jaceoides","Podolepis jaceoides (Sims) Voss","Plantae","https://id.biodiversity.org.au/name/apni/247067","Asteraceae","Podolepis","jaceoides","NA","NA","accepted","Equisetopsida","Podolepis jaceoides","(Sims) Voss","https://id.biodiversity.org.au/reference/apni/9787312","Species","2012-09-18T00:00:00",53606,"NSA01859",NA,NA,NA,NA
"301","NSABHC0028-58027","NSABHC0028","Podolepis",TRUE,"NSA013411","Podolepis","Podolepis Labill.","Plantae","https://id.biodiversity.org.au/name/apni/6402100","Asteraceae","Podolepis","NA","NA","NA","accepted","Equisetopsida","Podolepis NA","Labill.","https://id.biodiversity.org.au/reference/apni/49840","Genus","2016-09-12T13:10:42",58027,NA,NA,NA,NA,NA
"302","NSABHC0009-53604","NSABHC0009","Portulaca intraterranea",FALSE,"NSA01604","Portulaca intraterranea","Portulaca intraterranea J.M.Black","Plantae","https://id.biodiversity.org.au/name/apni/240095","Portulacaceae","Portulaca","intraterranea","NA","NA","accepted","Equisetopsida","Portulaca intraterranea","J.M.Black","https://id.biodiversity.org.au/reference/apni/47310","Species","2012-09-03T00:00:00",53604,"NSA01605",NA,NA,NA,NA
"303","NSABHC0012-53607","NSABHC0012","Portulaca intraterranea",FALSE,"NSA05424","Portulaca intraterranea","Portulaca intraterranea J.M.Black","Plantae","https://id.biodiversity.org.au/name/apni/240095","Portulacaceae","Portulaca","intraterranea","NA","NA","accepted","Equisetopsida","Portulaca intraterranea","J.M.Black","https://id.biodiversity.org.au/reference/apni/47310","Species","2012-09-19T00:00:00",53607,"not collected",NA,NA,NA,NA
"304","NSABHC0010-53605","NSABHC0010","Portulaca intraterranea",FALSE,"NSA01803","Portulaca intraterranea","Portulaca intraterranea J.M.Black","Plantae","https://id.biodiversity.org.au/name/apni/240095","Portulacaceae","Portulaca","intraterranea","NA","NA","accepted","Equisetopsida","Portulaca intraterranea","J.M.Black","https://id.biodiversity.org.au/reference/apni/47310","Species","2012-09-04T00:00:00",53605,"NSA01804",NA,NA,NA,NA
"305","NSABHC0009-58026","NSABHC0009","Portulaca oleracea",FALSE,"NSA013563","Portulaca oleracea","Portulaca oleracea L.","Plantae","https://id.biodiversity.org.au/name/apni/245055","Portulacaceae","Portulaca","oleracea","NA","NA","accepted","Equisetopsida","Portulaca oleracea","L.","https://id.biodiversity.org.au/reference/apni/6875190","Species","2016-09-13T11:11:06",58026,"NSA013564",NA,NA,NA,NA
"306","NSABHC0023-57099","NSABHC0023","Portulaca oleracea",FALSE,"NSA06955","Portulaca oleracea","Portulaca oleracea L.","Plantae","https://id.biodiversity.org.au/name/apni/245055","Portulacaceae","Portulaca","oleracea","NA","NA","accepted","Equisetopsida","Portulaca oleracea","L.","https://id.biodiversity.org.au/reference/apni/6875190","Species","2014-04-21T00:00:00",57099,"NSA  06956",NA,NA,NA,NA
"307","NSABHC0009-58026","NSABHC0009","Portulaca oleracea",FALSE,"NSA013193","Portulaca oleracea","Portulaca oleracea L.","Plantae","https://id.biodiversity.org.au/name/apni/245055","Portulacaceae","Portulaca","oleracea","NA","NA","accepted","Equisetopsida","Portulaca oleracea","L.","https://id.biodiversity.org.au/reference/apni/6875190","Species","2016-09-13T11:11:06",58026,"NSA013194",NA,NA,NA,NA
"308","NSABHC0029-58028","NSABHC0029","Pterocaulon sphacelatum",FALSE,"NSA013299","Pterocaulon sphacelatum","Pterocaulon sphacelatum (Labill.) Benth. ex F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/227263","Asteraceae","Pterocaulon","sphacelatum","NA","NA","accepted","Equisetopsida","Pterocaulon sphacelatum","(Labill.) Benth. ex F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-12T15:35:12",58028,"NSA013300",NA,NA,NA,NA
"309","NSABHC0013-53608","NSABHC0013","Pterocaulon sphacelatum",FALSE,"NSA05569","Pterocaulon sphacelatum","Pterocaulon sphacelatum (Labill.) Benth. ex F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/227263","Asteraceae","Pterocaulon","sphacelatum","NA","NA","accepted","Equisetopsida","Pterocaulon sphacelatum","(Labill.) Benth. ex F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-20T00:00:00",53608,"not collected",NA,NA,NA,NA
"310","NSABHC0023-57099","NSABHC0023","Pterocaulon sphacelatum",FALSE,"NSA06937","Pterocaulon sphacelatum","Pterocaulon sphacelatum (Labill.) Benth. ex F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/227263","Asteraceae","Pterocaulon","sphacelatum","NA","NA","accepted","Equisetopsida","Pterocaulon sphacelatum","(Labill.) Benth. ex F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2014-04-21T00:00:00",57099,"NSA  06938",NA,NA,NA,NA
"311","NSABHC0009-58026","NSABHC0009","Pterocaulon sphacelatum",FALSE,"NSA013515","Pterocaulon sphacelatum","Pterocaulon sphacelatum (Labill.) Benth. ex F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/227263","Asteraceae","Pterocaulon","sphacelatum","NA","NA","accepted","Equisetopsida","Pterocaulon sphacelatum","(Labill.) Benth. ex F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,"NSA013516",NA,NA,NA,NA
"312","NSABHC0010-53605","NSABHC0010","Pterocaulon sphacelatum",FALSE,"NSA01778","Pterocaulon sphacelatum","Pterocaulon sphacelatum (Labill.) Benth. ex F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/227263","Asteraceae","Pterocaulon","sphacelatum","NA","NA","accepted","Equisetopsida","Pterocaulon sphacelatum","(Labill.) Benth. ex F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-04T00:00:00",53605,"NSA01779",NA,NA,NA,NA
"313","NSABHC0009-53604","NSABHC0009","Ptilotus nobilis",FALSE,"NSA01477","Ptilotus nobilis","Ptilotus nobilis (Lindl.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/227684","Amaranthaceae","Ptilotus","nobilis","NA","NA","accepted","Equisetopsida","Ptilotus nobilis","(Lindl.) F.Muell.","https://id.biodiversity.org.au/reference/apni/51428473","Species","2012-09-03T00:00:00",53604,"NSA01478",NA,NA,NA,NA
"314","NSABHC0009-58026","NSABHC0009","Ptilotus nobilis subsp. nobilis",FALSE,"NSA013269","Ptilotus exaltatus","Ptilotus exaltatus Nees","Plantae","https://id.biodiversity.org.au/name/apni/213269","Amaranthaceae","Ptilotus","exaltatus","NA","NA","misapplied","Equisetopsida","Ptilotus exaltatus","Nees","https://id.biodiversity.org.au/reference/apni/51428473","Species","2016-09-13T11:11:06",58026,"NSA013270",NA,NA,NA,NA
"315","NSABHC0009-58026","NSABHC0009","Ptilotus obovatus",FALSE,"NSA013185","Ptilotus obovatus","Ptilotus obovatus (Gaudich.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/243876","Amaranthaceae","Ptilotus","obovatus","NA","NA","accepted","Equisetopsida","Ptilotus obovatus","(Gaudich.) F.Muell.","https://id.biodiversity.org.au/reference/apni/47743","Species","2016-09-13T11:11:06",58026,"NSA013186",NA,NA,NA,NA
"316","NSABHC0014-53609","NSABHC0014","Ptilotus obovatus",FALSE,"NSA05699","Ptilotus obovatus","Ptilotus obovatus (Gaudich.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/243876","Amaranthaceae","Ptilotus","obovatus","NA","NA","accepted","Equisetopsida","Ptilotus obovatus","(Gaudich.) F.Muell.","https://id.biodiversity.org.au/reference/apni/47743","Species","2012-09-21T00:00:00",53609,"NSA05700",NA,NA,NA,NA
"317","NSABHC0024-57100","NSABHC0024","Ptilotus polystachyus",FALSE,"NSA07208","Ptilotus polystachyus","Ptilotus polystachyus (Gaudich.) F.Muell.","Plantae","https://id.biodiversity.org.au/name/apni/239953","Amaranthaceae","Ptilotus","polystachyus","NA","NA","accepted","Equisetopsida","Ptilotus polystachyus","(Gaudich.) F.Muell.","https://id.biodiversity.org.au/reference/apni/49840","Species","2014-04-22T00:00:00",57100,"NSA  07209",NA,NA,NA,NA
"318","NSABHC0013-53608","NSABHC0013","Pycnosorus pleiocephalus",FALSE,"NSA05507","Pycnosorus pleiocephalus","Pycnosorus pleiocephalus (F.Muell.) J.Everett & Doust","Plantae","https://id.biodiversity.org.au/name/apni/238248","Asteraceae","Pycnosorus","pleiocephalus","NA","NA","accepted","Equisetopsida","Pycnosorus pleiocephalus","(F.Muell.) J.Everett & Doust","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-20T00:00:00",53608,"NSA05508",NA,NA,NA,NA
"319","NSABHC0010-53605","NSABHC0010","Reichardia tingitana",FALSE,"NSA01712","Reichardia tingitana","Reichardia tingitana (L.) Roth","Plantae","https://id.biodiversity.org.au/name/apni/215800","Asteraceae","Reichardia","tingitana","NA","NA","accepted","Equisetopsida","Reichardia tingitana","(L.) Roth","https://id.biodiversity.org.au/reference/apni/44478","Species","2012-09-04T00:00:00",53605,"NSA01713",NA,NA,NA,NA
"320","NSABHC0023-57099","NSABHC0023","Rhagodia spinescens",FALSE,"NSA06913","Rhagodia spinescens","Rhagodia spinescens R.Br.","Plantae","https://id.biodiversity.org.au/name/apni/242696","Chenopodiaceae","Rhagodia","spinescens","NA","NA","accepted","Equisetopsida","Rhagodia spinescens","R.Br.","https://id.biodiversity.org.au/reference/apni/53841","Species","2014-04-21T00:00:00",57099,"NSA  06913",NA,NA,NA,NA
"321","NSABHC0009-58026","NSABHC0009","Rhodanthe corymbiflora",FALSE,"NSA013597","Rhodanthe corymbiflora","Rhodanthe corymbiflora (Schltdl.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/191267","Asteraceae","Rhodanthe","corymbiflora","NA","NA","accepted","Equisetopsida","Rhodanthe corymbiflora","(Schltdl.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,"NSA013598","NSA013595","NSA013596","NSA013593","NSA013594"
"322","NSABHC0009-53604","NSABHC0009","Rhodanthe corymbiflora",FALSE,"NSA01414","Rhodanthe corymbiflora","Rhodanthe corymbiflora (Schltdl.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/191267","Asteraceae","Rhodanthe","corymbiflora","NA","NA","accepted","Equisetopsida","Rhodanthe corymbiflora","(Schltdl.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-03T00:00:00",53604,"NSA01415",NA,NA,NA,NA
"323","NSABHC0011-53606","NSABHC0011","Rhodanthe corymbiflora",FALSE,"NSA01900","Rhodanthe corymbiflora","Rhodanthe corymbiflora (Schltdl.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/191267","Asteraceae","Rhodanthe","corymbiflora","NA","NA","accepted","Equisetopsida","Rhodanthe corymbiflora","(Schltdl.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-18T00:00:00",53606,"NSA01901",NA,NA,NA,NA
"324","NSABHC0012-53607","NSABHC0012","Rhodanthe corymbiflora",FALSE,"NSA05422","Rhodanthe corymbiflora","Rhodanthe corymbiflora (Schltdl.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/191267","Asteraceae","Rhodanthe","corymbiflora","NA","NA","accepted","Equisetopsida","Rhodanthe corymbiflora","(Schltdl.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-19T00:00:00",53607,"NSA05423",NA,NA,NA,NA
"325","NSABHC0011-53606","NSABHC0011","Rhodanthe corymbiflora",FALSE,"NSA01860","Rhodanthe corymbiflora","Rhodanthe corymbiflora (Schltdl.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/191267","Asteraceae","Rhodanthe","corymbiflora","NA","NA","accepted","Equisetopsida","Rhodanthe corymbiflora","(Schltdl.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-18T00:00:00",53606,"NSA01861",NA,NA,NA,NA
"326","NSABHC0009-53604","NSABHC0009","Rhodanthe corymbiflora",FALSE,"NSA01506","Rhodanthe corymbiflora","Rhodanthe corymbiflora (Schltdl.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/191267","Asteraceae","Rhodanthe","corymbiflora","NA","NA","accepted","Equisetopsida","Rhodanthe corymbiflora","(Schltdl.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-03T00:00:00",53604,"NSA01507",NA,NA,NA,NA
"327","NSABHC0013-53608","NSABHC0013","Rhodanthe floribunda",FALSE,"NSA05456","Rhodanthe floribunda","Rhodanthe floribunda (A.Cunn. ex DC.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/198515","Asteraceae","Rhodanthe","floribunda","NA","NA","accepted","Equisetopsida","Rhodanthe floribunda","(A.Cunn. ex DC.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-20T00:00:00",53608,"not collected",NA,NA,NA,NA
"328","NSABHC0011-53606","NSABHC0011","Rhodanthe microglossa",FALSE,"NSA01906","Rhodanthe microglossa","Rhodanthe microglossa (Maiden & Betche) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/214957","Asteraceae","Rhodanthe","microglossa","NA","NA","accepted","Equisetopsida","Rhodanthe microglossa","(Maiden & Betche) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-18T00:00:00",53606,"NSA01907",NA,NA,NA,NA
"329","NSABHC0013-53608","NSABHC0013","Rhodanthe microglossa",FALSE,"NSA05449","Rhodanthe microglossa","Rhodanthe microglossa (Maiden & Betche) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/214957","Asteraceae","Rhodanthe","microglossa","NA","NA","accepted","Equisetopsida","Rhodanthe microglossa","(Maiden & Betche) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-20T00:00:00",53608,"NSA05450",NA,NA,NA,NA
"330","NSABHC0029-58028","NSABHC0029","Rhodanthe microglossa",FALSE,"NSA013355","Rhodanthe microglossa","Rhodanthe microglossa (Maiden & Betche) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/214957","Asteraceae","Rhodanthe","microglossa","NA","NA","accepted","Equisetopsida","Rhodanthe microglossa","(Maiden & Betche) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-12T15:35:12",58028,"NSA013356",NA,NA,NA,NA
"331","NSABHC0014-53609","NSABHC0014","Rhodanthe microglossa",FALSE,"NSA05697","Rhodanthe microglossa","Rhodanthe microglossa (Maiden & Betche) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/214957","Asteraceae","Rhodanthe","microglossa","NA","NA","accepted","Equisetopsida","Rhodanthe microglossa","(Maiden & Betche) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-21T00:00:00",53609,"NSA05698",NA,NA,NA,NA
"332","NSABHC0010-53605","NSABHC0010","Rhodanthe microglossa",FALSE,"NSA01736","Rhodanthe microglossa","Rhodanthe microglossa (Maiden & Betche) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/214957","Asteraceae","Rhodanthe","microglossa","NA","NA","accepted","Equisetopsida","Rhodanthe microglossa","(Maiden & Betche) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2012-09-04T00:00:00",53605,"NSA01737",NA,NA,NA,NA
"333","NSABHC0009-58026","NSABHC0009","Rhodanthe microglossa",FALSE,"NSA013287","Rhodanthe microglossa","Rhodanthe microglossa (Maiden & Betche) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/214957","Asteraceae","Rhodanthe","microglossa","NA","NA","accepted","Equisetopsida","Rhodanthe microglossa","(Maiden & Betche) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,"NSA013288",NA,NA,NA,NA
"334","NSABHC0023-57099","NSABHC0023","Rhodanthe moschata",FALSE,"NSA07027","Rhodanthe moschata","Rhodanthe moschata (A.Cunn. ex DC.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/243785","Asteraceae","Rhodanthe","moschata","NA","NA","accepted","Equisetopsida","Rhodanthe moschata","(A.Cunn. ex DC.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/51428473","Species","2014-04-21T00:00:00",57099,NA,NA,NA,NA,NA
"335","NSABHC0024-57100","NSABHC0024","Rhodanthe moschata",FALSE,"NSA07138","Rhodanthe moschata","Rhodanthe moschata (A.Cunn. ex DC.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/243785","Asteraceae","Rhodanthe","moschata","NA","NA","accepted","Equisetopsida","Rhodanthe moschata","(A.Cunn. ex DC.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/51428473","Species","2014-04-22T00:00:00",57100,"NSA  07070",NA,NA,NA,NA
"336","NSABHC0023-57099","NSABHC0023","Rhodanthe moschata",FALSE,"NSA06983","Rhodanthe moschata","Rhodanthe moschata (A.Cunn. ex DC.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/243785","Asteraceae","Rhodanthe","moschata","NA","NA","accepted","Equisetopsida","Rhodanthe moschata","(A.Cunn. ex DC.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/51428473","Species","2014-04-21T00:00:00",57099,"NSA  06984",NA,NA,NA,NA
"337","NSABHC0024-57100","NSABHC0024","Rhodanthe moschata",FALSE,"NSA07194","Rhodanthe moschata","Rhodanthe moschata (A.Cunn. ex DC.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/243785","Asteraceae","Rhodanthe","moschata","NA","NA","accepted","Equisetopsida","Rhodanthe moschata","(A.Cunn. ex DC.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/51428473","Species","2014-04-22T00:00:00",57100,"NSA  07195",NA,NA,NA,NA
"338","NSABHC0028-58027","NSABHC0028","Rhodanthe pygmaea",FALSE,"NSA013451","Rhodanthe pygmaea","Rhodanthe pygmaea (DC.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/240084","Asteraceae","Rhodanthe","pygmaea","NA","NA","accepted","Equisetopsida","Rhodanthe pygmaea","(DC.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-12T13:10:42",58027,"NSA013452",NA,NA,NA,NA
"339","NSABHC0009-58026","NSABHC0009","Rhodanthe pygmaea",FALSE,"NSA013275","Rhodanthe pygmaea","Rhodanthe pygmaea (DC.) Paul G.Wilson","Plantae","https://id.biodiversity.org.au/name/apni/240084","Asteraceae","Rhodanthe","pygmaea","NA","NA","accepted","Equisetopsida","Rhodanthe pygmaea","(DC.) Paul G.Wilson","https://id.biodiversity.org.au/reference/apni/49840","Species","2016-09-13T11:11:06",58026,"NSA013276",NA,NA,NA,NA
